teacher,budget,rep,policy_acc,sequence_acc,alive_swaps,candidate_edges
transformer,14,95,0.9583333333333334,0.875,1,21
transformer,14,96,0.9166666666666666,0.75,2,40
transformer,14,97,1.0,1.0,1,25
transformer,14,98,1.0,1.0,1,25
transformer,14,99,1.0,1.0,1,23
transformer,16,0,1.0,1.0,1,19
transformer,16,1,0.9583333333333334,0.875,1,18
transformer,16,2,1.0,1.0,1,21
transformer,16,3,1.0,1.0,1,22
transformer,16,4,1.0,1.0,1,24
transformer,16,5,0.9583333333333334,0.875,1,18
transformer,16,6,1.0,1.0,1,22
transformer,16,7,1.0,1.0,1,19
transformer,16,8,1.0,1.0,1,16
transformer,16,9,1.0,1.0,1,18
transformer,16,10,1.0,1.0,1,20
transformer,16,11,1.0,1.0,1,21
transformer,16,12,1.0,1.0,1,22
transformer,16,13,1.0,1.0,1,27
transformer,16,14,1.0,1.0,1,22
transformer,16,15,1.0,1.0,1,22
transformer,16,16,1.0,1.0,1,22
transformer,16,17,1.0,1.0,1,18
transformer,16,18,1.0,1.0,1,18
transformer,16,19,1.0,1.0,1,25
transformer,16,20,1.0,1.0,1,24
transformer,16,21,1.0,1.0,1,23
transformer,16,22,1.0,1.0,1,18
transformer,16,23,1.0,1.0,1,20
transformer,16,24,1.0,1.0,1,25
transformer,16,25,1.0,1.0,1,22
transformer,16,26,1.0,1.0,1,23
transformer,16,27,1.0,1.0,1,19
transformer,16,28,1.0,1.0,1,22
transformer,16,29,1.0,1.0,1,25
transformer,16,30,1.0,1.0,1,22
transformer,16,31,1.0,1.0,1,23
transformer,16,32,1.0,1.0,1,16
transformer,16,33,1.0,1.0,1,22
transformer,16,34,1.0,1.0,1,21
transformer,16,35,1.0,1.0,1,21
transformer,16,36,1.0,1.0,1,26
transformer,16,37,1.0,1.0,1,16
transformer,16,38,1.0,1.0,1,23
transformer,16,39,1.0,1.0,1,25
transformer,16,40,0.9583333333333334,0.875,1,22
transformer,16,41,1.0,1.0,1,25
transformer,16,42,1.0,1.0,1,18
transformer,16,43,1.0,1.0,1,19
transformer,16,44,1.0,1.0,1,23
transformer,16,45,1.0,1.0,1,22
transformer,16,46,0.9583333333333334,0.875,1,18
transformer,16,47,1.0,1.0,1,22
transformer,16,48,1.0,1.0,1,21
transformer,16,49,1.0,1.0,1,24
transformer,16,50,1.0,1.0,1,20
transformer,16,51,1.0,1.0,1,21
transformer,16,52,1.0,1.0,1,18
transformer,16,53,1.0,1.0,1,24
transformer,16,54,1.0,1.0,1,22
transformer,16,55,1.0,1.0,1,23
transformer,16,56,1.0,1.0,1,23
transformer,16,57,1.0,1.0,1,20
transformer,16,58,1.0,1.0,1,25
transformer,16,59,1.0,1.0,1,18
transformer,16,60,1.0,1.0,1,22
transformer,16,61,1.0,1.0,1,20
transformer,16,62,1.0,1.0,1,21
transformer,16,63,1.0,1.0,1,20
transformer,16,64,1.0,1.0,1,22
transformer,16,65,1.0,1.0,1,21
transformer,16,66,1.0,1.0,1,18
transformer,16,67,1.0,1.0,1,21
transformer,16,68,1.0,1.0,1,19
transformer,16,69,1.0,1.0,1,23
transformer,16,70,1.0,1.0,1,18
transformer,16,71,1.0,1.0,1,18
transformer,16,72,1.0,1.0,1,23
transformer,16,73,1.0,1.0,1,21
transformer,16,74,1.0,1.0,1,21
transformer,16,75,1.0,1.0,1,18
transformer,16,76,1.0,1.0,1,18
transformer,16,77,1.0,1.0,1,22
transformer,16,78,1.0,1.0,1,23
transformer,16,79,1.0,1.0,1,19
transformer,16,80,1.0,1.0,1,18
transformer,16,81,1.0,1.0,1,25
transformer,16,82,1.0,1.0,1,27
transformer,16,83,1.0,1.0,1,24
transformer,16,84,1.0,1.0,1,16
transformer,16,85,1.0,1.0,1,20
transformer,16,86,1.0,1.0,1,18
transformer,16,87,1.0,1.0,1,21
transformer,16,88,1.0,1.0,1,21
transformer,16,89,1.0,1.0,1,24
transformer,16,90,1.0,1.0,1,22
transformer,16,91,1.0,1.0,1,22
transformer,16,92,1.0,1.0,1,24
transformer,16,93,1.0,1.0,1,19
transformer,16,94,1.0,1.0,1,24
transformer,16,95,1.0,1.0,1,22
transformer,16,96,1.0,1.0,1,21
transformer,16,97,1.0,1.0,1,22
transformer,16,98,1.0,1.0,1,19
transformer,16,99,1.0,1.0,1,22
transformer,18,0,1.0,1.0,1,19
transformer,18,1,1.0,1.0,1,20
transformer,18,2,1.0,1.0,1,21
transformer,18,3,1.0,1.0,1,17
transformer,18,4,1.0,1.0,1,18
transformer,18,5,1.0,1.0,1,22
transformer,18,6,1.0,1.0,1,19
transformer,18,7,1.0,1.0,1,18
transformer,18,8,1.0,1.0,1,20
transformer,18,9,1.0,1.0,1,18
transformer,18,10,1.0,1.0,1,20
transformer,18,11,1.0,1.0,1,22
transformer,18,12,1.0,1.0,1,18
transformer,18,13,1.0,1.0,1,22
transformer,18,14,1.0,1.0,1,20
transformer,18,15,1.0,1.0,1,22
transformer,18,16,1.0,1.0,1,18
transformer,18,17,1.0,1.0,1,19
transformer,18,18,1.0,1.0,1,21
transformer,18,19,1.0,1.0,1,18
transformer,18,20,1.0,1.0,1,18
transformer,18,21,1.0,1.0,1,19
transformer,18,22,1.0,1.0,1,18
transformer,18,23,1.0,1.0,1,24
transformer,18,24,1.0,1.0,1,21
transformer,18,25,1.0,1.0,1,18
transformer,18,26,1.0,1.0,1,21
transformer,18,27,1.0,1.0,1,19
transformer,18,28,1.0,1.0,1,19
transformer,18,29,1.0,1.0,1,18
transformer,18,30,1.0,1.0,1,21
transformer,18,31,1.0,1.0,1,18
transformer,18,32,1.0,1.0,1,21
transformer,18,33,1.0,1.0,1,21
transformer,18,34,1.0,1.0,1,21
transformer,18,35,1.0,1.0,1,21
transformer,18,36,1.0,1.0,1,17
transformer,18,37,1.0,1.0,1,19
transformer,18,38,1.0,1.0,1,20
transformer,18,39,1.0,1.0,1,18
transformer,18,40,1.0,1.0,1,17
transformer,18,41,1.0,1.0,1,20
transformer,18,42,1.0,1.0,1,22
transformer,18,43,1.0,1.0,1,18
transformer,18,44,1.0,1.0,1,19
transformer,18,45,1.0,1.0,1,21
transformer,18,46,1.0,1.0,1,19
transformer,18,47,1.0,1.0,1,18
transformer,18,48,1.0,1.0,1,24
transformer,18,49,1.0,1.0,1,18
transformer,18,50,1.0,1.0,1,18
transformer,18,51,1.0,1.0,1,24
transformer,18,52,1.0,1.0,1,18
transformer,18,53,1.0,1.0,1,22
transformer,18,54,1.0,1.0,1,22
transformer,18,55,1.0,1.0,1,17
transformer,18,56,1.0,1.0,1,22
transformer,18,57,1.0,1.0,1,22
transformer,18,58,1.0,1.0,1,18
transformer,18,59,1.0,1.0,1,17
transformer,18,60,1.0,1.0,1,20
transformer,18,61,1.0,1.0,1,16
transformer,18,62,1.0,1.0,1,22
transformer,18,63,1.0,1.0,1,18
transformer,18,64,1.0,1.0,1,17
transformer,18,65,1.0,1.0,1,19
transformer,18,66,1.0,1.0,1,19
transformer,18,67,1.0,1.0,1,21
transformer,18,68,1.0,1.0,1,17
transformer,18,69,1.0,1.0,1,19
transformer,18,70,1.0,1.0,1,20
transformer,18,71,1.0,1.0,1,20
transformer,18,72,1.0,1.0,1,20
transformer,18,73,1.0,1.0,1,24
transformer,18,74,1.0,1.0,1,20
transformer,18,75,1.0,1.0,1,23
transformer,18,76,1.0,1.0,1,18
transformer,18,77,1.0,1.0,1,19
transformer,18,78,1.0,1.0,1,22
transformer,18,79,1.0,1.0,1,18
transformer,18,80,1.0,1.0,1,18
transformer,18,81,1.0,1.0,1,22
transformer,18,82,1.0,1.0,1,18
transformer,18,83,1.0,1.0,1,18
transformer,18,84,1.0,1.0,1,18
transformer,18,85,1.0,1.0,1,18
transformer,18,86,1.0,1.0,1,22
transformer,18,87,1.0,1.0,1,20
transformer,18,88,1.0,1.0,1,18
transformer,18,89,1.0,1.0,1,19
transformer,18,90,1.0,1.0,1,21
transformer,18,91,1.0,1.0,1,21
transformer,18,92,1.0,1.0,1,22
transformer,18,93,1.0,1.0,1,18
transformer,18,94,1.0,1.0,1,21
transformer,18,95,1.0,1.0,1,23
transformer,18,96,1.0,1.0,1,22
transformer,18,97,1.0,1.0,1,19
transformer,18,98,1.0,1.0,1,19
transformer,18,99,1.0,1.0,1,17
fly,4,0,0.5416666666666666,0.375,2,104
fly,4,1,0.625,0.375,2,104
fly,4,2,0.5416666666666666,0.375,2,104
fly,4,3,0.625,0.25,2,104
fly,4,4,0.625,0.25,2,104
fly,4,5,0.6666666666666666,0.375,2,104
fly,4,6,0.6666666666666666,0.375,2,104
fly,4,7,0.625,0.25,2,104
fly,4,8,0.6666666666666666,0.375,2,104
fly,4,9,0.625,0.25,2,104
fly,4,10,0.6666666666666666,0.375,2,104
fly,4,11,0.625,0.375,2,104
fly,4,12,0.75,0.375,2,104
fly,4,13,0.5416666666666666,0.375,2,104
fly,4,14,0.5833333333333334,0.25,2,104
fly,4,15,0.625,0.375,2,104
fly,4,16,0.5833333333333334,0.25,2,104
fly,4,17,0.5833333333333334,0.375,2,104
fly,4,18,0.625,0.375,2,104
fly,4,19,0.625,0.5,2,104
fly,4,20,0.5,0.125,2,104
fly,4,21,0.5416666666666666,0.25,2,104
fly,4,22,0.7083333333333334,0.5,2,104
fly,4,23,0.625,0.25,2,104
fly,4,24,0.5833333333333334,0.375,2,104
fly,4,25,0.6666666666666666,0.375,2,104
fly,4,26,0.5416666666666666,0.25,2,104
fly,4,27,0.6666666666666666,0.375,2,104
fly,4,28,0.5416666666666666,0.25,2,104
fly,4,29,0.625,0.375,2,104
fly,4,30,0.5833333333333334,0.25,2,104
fly,4,31,0.625,0.5,2,104
fly,4,32,0.75,0.375,2,104
fly,4,33,0.5416666666666666,0.25,2,104
fly,4,34,0.7083333333333334,0.5,2,104
fly,4,35,0.625,0.375,2,104
fly,4,36,0.5416666666666666,0.25,2,104
fly,4,37,0.625,0.375,2,104
fly,4,38,0.5833333333333334,0.375,2,104
fly,4,39,0.625,0.375,2,104
fly,4,40,0.5833333333333334,0.25,2,104
fly,4,41,0.6666666666666666,0.375,2,104
fly,4,42,0.5833333333333334,0.25,2,104
fly,4,43,0.5416666666666666,0.25,2,104
fly,4,44,0.625,0.375,2,104
fly,4,45,0.5416666666666666,0.375,2,104
fly,4,46,0.625,0.375,2,104
fly,4,47,0.5416666666666666,0.25,2,104
fly,4,48,0.625,0.375,2,104
fly,4,49,0.5,0.125,2,104
fly,4,50,0.5,0.125,2,104
fly,4,51,0.625,0.5,2,104
fly,4,52,0.5416666666666666,0.25,2,104
fly,4,53,0.625,0.375,2,104
fly,4,54,0.75,0.375,2,104
fly,4,55,0.5833333333333334,0.375,2,104
fly,4,56,0.7083333333333334,0.5,2,104
fly,4,57,0.6666666666666666,0.375,2,104
fly,4,58,0.625,0.25,2,104
fly,4,59,0.75,0.375,2,104
fly,4,60,0.5,0.125,2,104
fly,4,61,0.6666666666666666,0.375,2,104
fly,4,62,0.6666666666666666,0.375,2,104
fly,4,63,0.5416666666666666,0.375,2,104
fly,4,64,0.6666666666666666,0.375,2,104
fly,4,65,0.5416666666666666,0.25,2,104
fly,4,66,0.625,0.25,2,104
fly,4,67,0.5,0.125,2,104
fly,4,68,0.5416666666666666,0.25,2,104
fly,4,69,0.625,0.25,2,104
fly,4,70,0.5833333333333334,0.375,2,104
fly,4,71,0.6666666666666666,0.375,2,104
fly,4,72,0.625,0.375,2,104
fly,4,73,0.5833333333333334,0.375,2,104
fly,4,74,0.7083333333333334,0.375,2,104
fly,4,75,0.625,0.25,2,104
fly,4,76,0.5416666666666666,0.25,2,104
fly,4,77,0.75,0.375,2,104
fly,4,78,0.625,0.25,2,104
fly,4,79,0.75,0.375,2,104
fly,4,80,0.625,0.375,2,104
fly,4,81,0.625,0.25,2,104
fly,4,82,0.625,0.25,2,104
fly,4,83,0.6666666666666666,0.375,2,104
fly,4,84,0.7083333333333334,0.5,2,104
fly,4,85,0.6666666666666666,0.375,2,104
fly,4,86,0.5416666666666666,0.25,2,104
fly,4,87,0.5833333333333334,0.25,2,104
fly,4,88,0.6666666666666666,0.5,2,104
fly,4,89,0.6666666666666666,0.375,2,104
fly,4,90,0.625,0.25,2,104
fly,4,91,0.5416666666666666,0.25,2,104
fly,4,92,0.5833333333333334,0.375,2,104
fly,4,93,0.6666666666666666,0.375,2,104
fly,4,94,0.6666666666666666,0.375,2,104
fly,4,95,0.75,0.375,2,104
fly,4,96,0.625,0.5,2,104
fly,4,97,0.6666666666666666,0.375,2,104
fly,4,98,0.625,0.375,2,104
fly,4,99,0.6666666666666666,0.375,2,104
fly,6,0,0.625,0.375,2,92
fly,6,1,0.7916666666666666,0.5,2,92
fly,6,2,0.625,0.375,2,92
fly,6,3,0.7083333333333334,0.375,2,92
fly,6,4,0.5833333333333334,0.25,2,92
fly,6,5,0.625,0.25,2,92
fly,6,6,0.5416666666666666,0.25,2,92
fly,6,7,0.7916666666666666,0.5,2,92
fly,6,8,0.75,0.5,2,92
fly,6,9,0.7083333333333334,0.375,2,92
fly,6,10,0.75,0.5,2,92
fly,6,11,0.75,0.5,2,88
fly,6,12,0.75,0.375,2,92
fly,6,13,0.625,0.25,2,92
fly,6,14,0.7083333333333334,0.375,2,92
fly,6,15,0.7083333333333334,0.375,2,92
fly,6,16,0.7083333333333334,0.5,2,92
fly,6,17,0.625,0.375,2,92
fly,6,18,0.7083333333333334,0.375,2,92
fly,6,19,0.625,0.375,2,92
fly,6,20,0.625,0.375,2,92
fly,6,21,0.6666666666666666,0.375,2,92
fly,6,22,0.75,0.5,2,92
fly,6,23,0.6666666666666666,0.375,2,92
fly,6,24,0.6666666666666666,0.375,2,92
fly,6,25,0.6666666666666666,0.375,2,92
fly,6,26,0.75,0.375,2,92
fly,6,27,0.7916666666666666,0.5,2,92
fly,6,28,0.625,0.375,2,92
fly,6,29,0.75,0.625,2,92
fly,6,30,0.8333333333333334,0.5,2,92
fly,6,31,0.75,0.375,2,88
fly,6,32,0.5833333333333334,0.375,2,92
fly,6,33,0.75,0.5,2,92
fly,6,34,0.8333333333333334,0.625,2,88
fly,6,35,0.6666666666666666,0.5,2,92
fly,6,36,0.625,0.5,2,92
fly,6,37,0.7083333333333334,0.375,2,92
fly,6,38,0.6666666666666666,0.5,2,92
fly,6,39,0.75,0.5,2,92
fly,6,40,0.75,0.5,2,92
fly,6,41,0.625,0.375,2,92
fly,6,42,0.625,0.5,2,92
fly,6,43,0.75,0.5,2,88
fly,6,44,0.75,0.375,2,92
fly,6,45,0.6666666666666666,0.375,2,92
fly,6,46,0.625,0.375,2,92
fly,6,47,0.75,0.375,2,92
fly,6,48,0.6666666666666666,0.375,2,92
fly,6,49,0.5833333333333334,0.25,2,92
fly,6,50,0.75,0.375,2,92
fly,6,51,0.6666666666666666,0.375,2,92
fly,6,52,0.75,0.5,2,92
fly,6,53,0.75,0.625,2,92
fly,6,54,0.7083333333333334,0.5,2,92
fly,6,55,0.5833333333333334,0.25,2,92
fly,6,56,0.75,0.625,2,92
fly,6,57,0.75,0.625,2,92
fly,6,58,0.6666666666666666,0.375,2,92
fly,6,59,0.6666666666666666,0.375,2,92
fly,6,60,0.6666666666666666,0.375,2,92
fly,6,61,0.6666666666666666,0.375,2,92
fly,6,62,0.625,0.5,2,92
fly,6,63,0.625,0.375,2,92
fly,6,64,0.7083333333333334,0.5,2,92
fly,6,65,0.7083333333333334,0.5,2,92
fly,6,66,0.6666666666666666,0.375,2,92
fly,6,67,0.75,0.375,2,92
fly,6,68,0.6666666666666666,0.375,2,92
fly,6,69,0.625,0.25,2,92
fly,6,70,0.75,0.375,2,92
fly,6,71,0.7083333333333334,0.5,2,92
fly,6,72,0.6666666666666666,0.375,2,92
fly,6,73,0.6666666666666666,0.375,2,92
fly,6,74,0.75,0.375,2,92
fly,6,75,0.75,0.375,2,88
fly,6,76,0.6666666666666666,0.375,2,92
fly,6,77,0.625,0.375,2,92
fly,6,78,0.625,0.375,2,92
fly,6,79,0.75,0.5,2,92
fly,6,80,0.625,0.375,2,92
fly,6,81,0.625,0.5,2,92
fly,6,82,0.7083333333333334,0.375,2,92
fly,6,83,0.75,0.5,2,92
fly,6,84,0.625,0.25,2,92
fly,6,85,0.6666666666666666,0.375,2,92
fly,6,86,0.6666666666666666,0.375,2,92
fly,6,87,0.6666666666666666,0.5,2,92
fly,6,88,0.7083333333333334,0.5,2,92
fly,6,89,0.7083333333333334,0.5,2,92
fly,6,90,0.7083333333333334,0.5,2,92
fly,6,91,0.75,0.5,2,92
fly,6,92,0.6666666666666666,0.5,2,92
fly,6,93,0.6666666666666666,0.375,2,92
fly,6,94,0.7083333333333334,0.5,2,92
fly,6,95,0.625,0.375,2,92
fly,6,96,0.75,0.5,2,92
fly,6,97,0.7916666666666666,0.5,2,92
fly,6,98,0.7083333333333334,0.5,2,92
fly,6,99,0.7083333333333334,0.5,2,92
fly,8,0,0.6666666666666666,0.375,2,80
fly,8,1,0.8333333333333334,0.625,2,76
fly,8,2,0.75,0.5,2,80
fly,8,3,0.8333333333333334,0.5,2,80
fly,8,4,0.75,0.5,2,80
fly,8,5,0.6666666666666666,0.375,2,76
fly,8,6,0.75,0.5,2,80
fly,8,7,0.7916666666666666,0.5,2,80
fly,8,8,0.7083333333333334,0.5,2,80
fly,8,9,0.75,0.375,2,80
fly,8,10,0.7083333333333334,0.375,2,80
fly,8,11,0.75,0.5,2,80
fly,8,12,0.7916666666666666,0.5,2,76
fly,8,13,0.6666666666666666,0.375,2,80
fly,8,14,0.75,0.5,2,80
fly,8,15,0.75,0.5,2,80
fly,8,16,0.7083333333333334,0.5,2,80
fly,8,17,0.8333333333333334,0.625,2,76
fly,8,18,0.75,0.375,2,80
fly,8,19,0.75,0.625,2,80
fly,8,20,0.7916666666666666,0.5,2,80
fly,8,21,0.75,0.5,2,80
fly,8,22,0.75,0.625,2,80
fly,8,23,0.7916666666666666,0.5,2,80
fly,8,24,0.75,0.5,2,80
fly,8,25,0.6666666666666666,0.375,2,80
fly,8,26,0.875,0.625,2,80
fly,8,27,0.7083333333333334,0.375,2,80
fly,8,28,0.75,0.375,2,80
fly,8,29,0.7916666666666666,0.5,2,80
fly,8,30,0.75,0.375,2,80
fly,8,31,0.7083333333333334,0.5,2,80
fly,8,32,0.6666666666666666,0.375,2,80
fly,8,33,0.75,0.375,2,80
fly,8,34,0.75,0.5,2,80
fly,8,35,0.75,0.5,2,80
fly,8,36,0.875,0.625,2,80
fly,8,37,0.6666666666666666,0.375,2,80
fly,8,38,0.7083333333333334,0.5,2,80
fly,8,39,0.7916666666666666,0.5,2,80
fly,8,40,0.7083333333333334,0.5,2,80
fly,8,41,0.8333333333333334,0.5,2,80
fly,8,42,0.75,0.5,2,80
fly,8,43,0.7083333333333334,0.375,2,80
fly,8,44,0.6666666666666666,0.5,2,80
fly,8,45,0.75,0.375,2,76
fly,8,46,0.75,0.5,2,80
fly,8,47,0.75,0.375,2,80
fly,8,48,0.7916666666666666,0.625,2,76
fly,8,49,0.6666666666666666,0.375,2,80
fly,8,50,0.7083333333333334,0.375,2,80
fly,8,51,0.75,0.5,2,76
fly,8,52,0.6666666666666666,0.375,2,80
fly,8,53,0.75,0.5,2,80
fly,8,54,0.75,0.5,2,80
fly,8,55,0.7916666666666666,0.5,2,80
fly,8,56,0.7083333333333334,0.5,2,80
fly,8,57,0.7916666666666666,0.625,2,80
fly,8,58,0.6666666666666666,0.5,2,80
fly,8,59,0.875,0.75,2,76
fly,8,60,0.7916666666666666,0.5,2,80
fly,8,61,0.6666666666666666,0.375,2,80
fly,8,62,0.6666666666666666,0.375,2,80
fly,8,63,0.75,0.5,2,80
fly,8,64,0.7083333333333334,0.375,2,80
fly,8,65,0.7916666666666666,0.5,2,80
fly,8,66,0.75,0.5,2,80
fly,8,67,0.7083333333333334,0.375,2,80
fly,8,68,0.7916666666666666,0.5,2,80
fly,8,69,0.6666666666666666,0.5,2,80
fly,8,70,0.7916666666666666,0.625,2,76
fly,8,71,0.8333333333333334,0.5,2,76
fly,8,72,0.75,0.5,2,80
fly,8,73,0.7916666666666666,0.625,2,80
fly,8,74,0.8333333333333334,0.5,2,76
fly,8,75,0.8333333333333334,0.5,2,80
fly,8,76,0.6666666666666666,0.375,2,80
fly,8,77,0.75,0.5,2,80
fly,8,78,0.7083333333333334,0.5,2,80
fly,8,79,0.7916666666666666,0.5,2,80
fly,8,80,0.7083333333333334,0.5,2,80
fly,8,81,0.6666666666666666,0.375,2,80
fly,8,82,0.8333333333333334,0.625,2,76
fly,8,83,0.75,0.5,2,80
fly,8,84,0.7916666666666666,0.625,2,76
fly,8,85,0.7083333333333334,0.375,2,80
fly,8,86,0.7916666666666666,0.5,2,80
fly,8,87,0.8333333333333334,0.625,2,80
fly,8,88,0.7083333333333334,0.5,2,80
fly,8,89,0.75,0.375,2,80
fly,8,90,0.75,0.375,2,76
fly,8,91,0.75,0.5,2,76
fly,8,92,0.7916666666666666,0.625,2,76
fly,8,93,0.7916666666666666,0.5,2,76
fly,8,94,0.7916666666666666,0.5,2,80
fly,8,95,0.7916666666666666,0.5,2,80
fly,8,96,0.875,0.625,2,76
fly,8,97,0.6666666666666666,0.375,2,76
fly,8,98,0.7916666666666666,0.5,2,80
fly,8,99,0.6666666666666666,0.5,2,80
fly,10,0,0.75,0.375,2,64
fly,10,1,0.875,0.625,2,64
fly,10,2,0.8333333333333334,0.5,2,68
fly,10,3,0.7916666666666666,0.625,2,68
fly,10,4,0.7916666666666666,0.5,2,64
fly,10,5,0.875,0.625,2,68
fly,10,6,0.7916666666666666,0.625,2,68
fly,10,7,0.9166666666666666,0.75,1,33
fly,10,8,0.875,0.75,2,64
fly,10,9,0.7916666666666666,0.5,2,64
fly,10,10,0.7083333333333334,0.5,2,68
fly,10,11,0.8333333333333334,0.625,2,68
fly,10,12,0.7916666666666666,0.625,2,68
fly,10,13,0.7916666666666666,0.5,2,64
fly,10,14,0.7916666666666666,0.5,2,68
fly,10,15,0.875,0.625,2,64
fly,10,16,0.7916666666666666,0.625,2,64
fly,10,17,0.8333333333333334,0.5,2,64
fly,10,18,0.7916666666666666,0.5,2,68
fly,10,19,0.875,0.625,2,64
fly,10,20,0.7916666666666666,0.5,2,68
fly,10,21,0.7916666666666666,0.5,2,68
fly,10,22,0.8333333333333334,0.5,2,64
fly,10,23,0.75,0.5,2,68
fly,10,24,0.875,0.625,2,64
fly,10,25,0.875,0.625,2,64
fly,10,26,0.875,0.625,2,64
fly,10,27,0.875,0.75,2,64
fly,10,28,0.8333333333333334,0.625,2,68
fly,10,29,0.7916666666666666,0.625,2,68
fly,10,30,0.7916666666666666,0.625,2,68
fly,10,31,0.875,0.625,2,68
fly,10,32,0.7916666666666666,0.5,2,68
fly,10,33,0.7916666666666666,0.625,2,64
fly,10,34,0.875,0.625,2,64
fly,10,35,0.9166666666666666,0.75,2,64
fly,10,36,0.9166666666666666,0.75,2,64
fly,10,37,0.7916666666666666,0.5,2,68
fly,10,38,0.7916666666666666,0.5,2,68
fly,10,39,0.875,0.75,2,64
fly,10,40,0.7083333333333334,0.375,2,68
fly,10,41,0.8333333333333334,0.625,2,68
fly,10,42,0.8333333333333334,0.5,2,64
fly,10,43,0.8333333333333334,0.5,2,60
fly,10,44,0.7916666666666666,0.625,2,68
fly,10,45,0.8333333333333334,0.625,2,64
fly,10,46,0.875,0.625,2,68
fly,10,47,0.8333333333333334,0.625,2,64
fly,10,48,0.875,0.75,2,64
fly,10,49,0.7916666666666666,0.5,2,68
fly,10,50,0.8333333333333334,0.625,2,64
fly,10,51,0.7916666666666666,0.5,2,68
fly,10,52,0.875,0.625,2,64
fly,10,53,0.7916666666666666,0.625,2,68
fly,10,54,0.875,0.625,2,66
fly,10,55,0.875,0.625,2,64
fly,10,56,0.7916666666666666,0.625,2,68
fly,10,57,0.7916666666666666,0.5,2,68
fly,10,58,0.7916666666666666,0.5,2,68
fly,10,59,0.875,0.75,2,64
fly,10,60,0.9166666666666666,0.75,1,35
fly,10,61,0.7083333333333334,0.5,2,68
fly,10,62,0.7916666666666666,0.5,2,68
fly,10,63,0.7916666666666666,0.625,2,68
fly,10,64,0.7916666666666666,0.5,2,68
fly,10,65,0.7916666666666666,0.5,2,68
fly,10,66,0.7916666666666666,0.5,2,64
fly,10,67,0.7916666666666666,0.5,2,60
fly,10,68,0.7916666666666666,0.625,2,64
fly,10,69,0.8333333333333334,0.625,1,35
fly,10,70,0.875,0.625,2,64
fly,10,71,0.7916666666666666,0.5,2,68
fly,10,72,0.7916666666666666,0.5,2,68
fly,10,73,0.8333333333333334,0.625,2,68
fly,10,74,0.75,0.375,2,68
fly,10,75,0.9166666666666666,0.75,1,36
fly,10,76,0.7916666666666666,0.5,2,68
fly,10,77,0.7916666666666666,0.5,2,68
fly,10,78,0.7916666666666666,0.5,2,64
fly,10,79,0.7916666666666666,0.5,2,68
fly,10,80,0.7083333333333334,0.5,2,64
fly,10,81,0.9166666666666666,0.75,2,60
fly,10,82,0.7916666666666666,0.625,2,64
fly,10,83,0.8333333333333334,0.625,2,68
fly,10,84,0.8333333333333334,0.5,2,64
fly,10,85,0.875,0.625,2,68
fly,10,86,0.7916666666666666,0.5,2,68
fly,10,87,0.875,0.625,2,64
fly,10,88,0.875,0.625,2,64
fly,10,89,0.875,0.625,2,68
fly,10,90,0.8333333333333334,0.5,2,68
fly,10,91,0.7916666666666666,0.625,2,68
fly,10,92,0.7916666666666666,0.5,2,68
fly,10,93,0.8333333333333334,0.5,2,64
fly,10,94,0.8333333333333334,0.5,2,64
fly,10,95,0.875,0.625,2,68
fly,10,96,0.7916666666666666,0.5,2,68
fly,10,97,0.875,0.625,2,64
fly,10,98,0.875,0.625,1,36
fly,10,99,0.8333333333333334,0.625,2,68
fly,12,0,0.7916666666666666,0.5,2,56
fly,12,1,0.9166666666666666,0.75,2,56
fly,12,2,0.9166666666666666,0.75,2,52
fly,12,3,0.9166666666666666,0.75,1,29
fly,12,4,0.9166666666666666,0.75,2,52
fly,12,5,0.9166666666666666,0.75,1,30
fly,12,6,0.875,0.625,2,52
fly,12,7,0.875,0.75,2,56
fly,12,8,0.9166666666666666,0.75,2,52
fly,12,9,0.9583333333333334,0.875,1,31
fly,12,10,0.875,0.75,2,52
fly,12,11,0.875,0.625,2,52
fly,12,12,0.9583333333333334,0.875,1,30
fly,12,13,0.875,0.625,2,56
fly,12,14,0.875,0.75,2,52
fly,12,15,0.9166666666666666,0.75,1,29
fly,12,16,0.8333333333333334,0.625,2,52
fly,12,17,0.875,0.625,2,52
fly,12,18,0.9166666666666666,0.75,1,29
fly,12,19,0.9166666666666666,0.75,2,48
fly,12,20,0.9166666666666666,0.75,2,54
fly,12,21,0.9166666666666666,0.75,2,56
fly,12,22,0.9166666666666666,0.75,1,30
fly,12,23,0.9583333333333334,0.875,1,24
fly,12,24,0.9583333333333334,0.875,1,26
fly,12,25,0.8333333333333334,0.625,2,52
fly,12,26,0.9166666666666666,0.75,1,29
fly,12,27,0.875,0.625,2,48
fly,12,28,0.9166666666666666,0.75,1,29
fly,12,29,0.8333333333333334,0.625,2,52
fly,12,30,0.875,0.75,2,52
fly,12,31,0.9166666666666666,0.75,2,52
fly,12,32,0.875,0.75,2,52
fly,12,33,0.9166666666666666,0.75,2,48
fly,12,34,0.875,0.625,2,56
fly,12,35,0.9166666666666666,0.875,1,29
fly,12,36,0.9166666666666666,0.75,2,48
fly,12,37,0.8333333333333334,0.625,2,52
fly,12,38,0.9166666666666666,0.875,1,27
fly,12,39,0.9166666666666666,0.75,2,56
fly,12,40,0.9583333333333334,0.875,1,27
fly,12,41,0.9166666666666666,0.75,1,29
fly,12,42,0.8333333333333334,0.625,2,52
fly,12,43,0.875,0.625,2,52
